reference,comparison,topic,mean_sentiment,median_sentiment
RET,CTB,white house,0.09868634751773049,0.10731666666666667
RET,CTB,united states house of representatives,NaN,NaN
RET,CTB,new york,0.12954908424908423,0.1565
RET,FXN,united states,0.002990604026845637,0.002116666666666674
RET,FXN,united states government,0.01612117117117117,0.0
RET,FXN,congress,0.005855969868173258,0.0
RET,FXN,congress,0.005855969868173258,0.0
RET,FXN,congress,0.005855969868173258,0.0
RET,FXN,sexual intercourse,NaN,NaN
RET,FXN,white house,0.01581015655965121,0.015633333333333332
RET,FXN,white house,0.01581015655965121,0.015633333333333332
RET,FXN,united states house of representatives,0.2850333333333333,0.2850333333333333
RET,FXN,new york,-0.00969527739569005,0.0
RET,HFP,united states,0.05154402650904531,0.05103333333333334
RET,HFP,united states government,-0.12147238095238096,-0.17759999999999998
RET,HFP,congress,0.03967959879248223,0.03516666666666668
RET,HFP,congress,0.03967959879248223,0.03516666666666668
RET,HFP,congress,0.03967959879248223,0.03516666666666668
RET,HFP,sexual intercourse,0.0,0.0
RET,HFP,white house,0.050189595545134816,0.04419999999999999
RET,HFP,white house,0.050189595545134816,0.04419999999999999
RET,HFP,united states house of representatives,NaN,NaN
RET,HFP,new york,0.05044856641310708,0.05103333333333334
RET,NBC,united states,0.2511676190476191,0.31883333333333336
RET,NBC,united states government,NaN,NaN
RET,NBC,congress,-0.08723333333333333,-0.08723333333333333
RET,NBC,congress,-0.08723333333333333,-0.08723333333333333
RET,NBC,congress,-0.08723333333333333,-0.08723333333333333
RET,NBC,sexual intercourse,NaN,NaN
RET,NBC,white house,0.12737391304347825,0.16463333333333333
RET,NBC,white house,0.12737391304347825,0.16463333333333333
RET,NBC,united states house of representatives,NaN,NaN
RET,NBC,new york,0.2118,0.21621666666666667
RET,NYT,united states,0.04916946666666667,0.07168333333333335
RET,NYT,united states government,0.0048257777777777735,0.014299999999999998
RET,NYT,congress,0.058200675037127045,0.07603333333333334
RET,NYT,congress,0.058200675037127045,0.07603333333333334
RET,NYT,congress,0.058200675037127045,0.07603333333333334
RET,NYT,sexual intercourse,NaN,NaN
RET,NYT,white house,0.045846045566681176,0.062233333333333335
RET,NYT,white house,0.045846045566681176,0.062233333333333335
RET,NYT,united states house of representatives,0.15644285714285713,0.2602
RET,NYT,new york,0.04302318578741343,0.06186666666666666
RET,WPO,united states,0.030501066217732884,0.02811666666666668
RET,WPO,united states government,0.07971666666666666,0.09065000000000001
RET,WPO,congress,0.03677428955023495,0.038166666666666675
RET,WPO,congress,0.03677428955023495,0.038166666666666675
RET,WPO,congress,0.03677428955023495,0.038166666666666675
RET,WPO,sexual intercourse,NaN,NaN
RET,WPO,white house,0.040513013347022585,0.042666666666666665
RET,WPO,white house,0.040513013347022585,0.042666666666666665
RET,WPO,united states house of representatives,NaN,NaN
RET,WPO,new york,0.059002920560747664,0.06743333333333333
RET,WSJ,united states,0.05620980392156863,0.10533333333333333
RET,WSJ,united states government,-0.05686666666666666,-0.05686666666666666
RET,WSJ,congress,0.10370598958333334,0.11438333333333334
RET,WSJ,congress,0.10370598958333334,0.11438333333333334
RET,WSJ,congress,0.10370598958333334,0.11438333333333334
RET,WSJ,sexual intercourse,NaN,NaN
RET,WSJ,white house,0.09546400000000001,0.11098333333333332
RET,WSJ,white house,0.09546400000000001,0.11098333333333332
RET,WSJ,united states house of representatives,NaN,NaN
RET,WSJ,new york,0.14406461538461537,0.16056666666666666
WPO,CNN,united states,0.0583326639892905,0.05123333333333333
WPO,CNN,congress,0.04763628498727736,0.042666666666666665
WPO,CNN,congress,0.04763628498727736,0.042666666666666665
WPO,CNN,congress,0.04763628498727736,0.042666666666666665
WPO,CNN,sexual intercourse,NaN,NaN
WPO,CNN,united states government,0.02437333333333332,0.042666666666666665
WPO,CNN,white house,0.045786596385542166,0.03479999999999998
WPO,CNN,white house,0.045786596385542166,0.03479999999999998
WPO,CNN,america,0.05165330634278003,0.042666666666666665
WPO,CNN,new york,0.068021,0.058600000000000006
WPO,CTB,united states,0.09959312169312169,0.14376666666666668
WPO,CTB,congress,0.057804235727440145,0.09106666666666667
WPO,CTB,congress,0.057804235727440145,0.09106666666666667
WPO,CTB,congress,0.057804235727440145,0.09106666666666667
WPO,CTB,sexual intercourse,NaN,NaN
WPO,CTB,united states government,0.17436666666666664,0.17436666666666664
WPO,CTB,white house,0.09868634751773049,0.10731666666666667
WPO,CTB,white house,0.09868634751773049,0.10731666666666667
WPO,CTB,america,0.027806937394247038,0.029299999999999993
WPO,CTB,new york,0.12954908424908423,0.1565
WPO,FXN,united states,0.002990604026845637,0.002116666666666674
WPO,FXN,congress,0.005855969868173258,0.0
WPO,FXN,congress,0.005855969868173258,0.0
WPO,FXN,congress,0.005855969868173258,0.0
WPO,FXN,sexual intercourse,NaN,NaN
WPO,FXN,united states government,0.01612117117117117,0.0
WPO,FXN,white house,0.01581015655965121,0.015633333333333332
WPO,FXN,white house,0.01581015655965121,0.015633333333333332
WPO,FXN,america,0.008970733348284368,0.00686666666666665
WPO,FXN,new york,-0.00969527739569005,0.0
WPO,HFP,united states,0.05154402650904531,0.05103333333333334
WPO,HFP,congress,0.03967959879248223,0.03516666666666668
WPO,HFP,congress,0.03967959879248223,0.03516666666666668
WPO,HFP,congress,0.03967959879248223,0.03516666666666668
WPO,HFP,sexual intercourse,0.0,0.0
WPO,HFP,united states government,-0.12147238095238096,-0.17759999999999998
WPO,HFP,white house,0.050189595545134816,0.04419999999999999
WPO,HFP,white house,0.050189595545134816,0.04419999999999999
WPO,HFP,america,0.05350351520379556,0.05023333333333334
WPO,HFP,new york,0.05044856641310708,0.05103333333333334
WPO,NBC,united states,0.2511676190476191,0.31883333333333336
WPO,NBC,congress,-0.08723333333333333,-0.08723333333333333
WPO,NBC,congress,-0.08723333333333333,-0.08723333333333333
WPO,NBC,congress,-0.08723333333333333,-0.08723333333333333
WPO,NBC,sexual intercourse,NaN,NaN
WPO,NBC,united states government,NaN,NaN
WPO,NBC,white house,0.12737391304347825,0.16463333333333333
WPO,NBC,white house,0.12737391304347825,0.16463333333333333
WPO,NBC,america,0.0272156862745098,0.14049999999999999
WPO,NBC,new york,0.2118,0.21621666666666667
WPO,NYT,united states,0.04916946666666667,0.07168333333333335
WPO,NYT,congress,0.058200675037127045,0.07603333333333334
WPO,NYT,congress,0.058200675037127045,0.07603333333333334
WPO,NYT,congress,0.058200675037127045,0.07603333333333334
WPO,NYT,sexual intercourse,NaN,NaN
WPO,NYT,united states government,0.0048257777777777735,0.014299999999999998
WPO,NYT,white house,0.045846045566681176,0.062233333333333335
WPO,NYT,white house,0.045846045566681176,0.062233333333333335
WPO,NYT,america,0.05572105263157895,0.06921666666666668
WPO,NYT,new york,0.04302318578741343,0.06186666666666666
WPO,RET,united states,0.013917428236672524,0.010066666666666668
WPO,RET,congress,0.031050990018000327,0.025733333333333334
WPO,RET,congress,0.031050990018000327,0.025733333333333334
WPO,RET,congress,0.031050990018000327,0.025733333333333334
WPO,RET,sexual intercourse,0.20795000000000002,0.20795000000000002
WPO,RET,united states government,0.0021453703703703695,0.08066666666666664
WPO,RET,white house,0.03236622210823288,0.0328
WPO,RET,white house,0.03236622210823288,0.0328
WPO,RET,america,0.02807279328341275,0.025733333333333334
WPO,RET,new york,0.0022023840769903754,0.0
WPO,WSJ,united states,0.05620980392156863,0.10533333333333333
WPO,WSJ,congress,0.10370598958333334,0.11438333333333334
WPO,WSJ,congress,0.10370598958333334,0.11438333333333334
WPO,WSJ,congress,0.10370598958333334,0.11438333333333334
WPO,WSJ,sexual intercourse,NaN,NaN
WPO,WSJ,united states government,-0.05686666666666666,-0.05686666666666666
WPO,WSJ,white house,0.09546400000000001,0.11098333333333332
WPO,WSJ,white house,0.09546400000000001,0.11098333333333332
WPO,WSJ,america,0.11112716049382716,0.1244
WPO,WSJ,new york,0.14406461538461537,0.16056666666666666
WSJ,CNN,united states,0.0583326639892905,0.05123333333333333
WSJ,CNN,united states government,0.02437333333333332,0.042666666666666665
WSJ,CNN,congress,0.04763628498727736,0.042666666666666665
WSJ,CNN,congress,0.04763628498727736,0.042666666666666665
WSJ,CNN,congress,0.04763628498727736,0.042666666666666665
WSJ,CNN,sexual intercourse,NaN,NaN
WSJ,CNN,white house,0.045786596385542166,0.03479999999999998
WSJ,CNN,white house,0.045786596385542166,0.03479999999999998
WSJ,CNN,new york,0.068021,0.058600000000000006
WSJ,CNN,new york,0.068021,0.058600000000000006
WSJ,CTB,united states,0.09959312169312169,0.14376666666666668
WSJ,CTB,united states government,0.17436666666666664,0.17436666666666664
WSJ,CTB,congress,0.057804235727440145,0.09106666666666667
WSJ,CTB,congress,0.057804235727440145,0.09106666666666667
WSJ,CTB,congress,0.057804235727440145,0.09106666666666667
WSJ,CTB,sexual intercourse,NaN,NaN
WSJ,CTB,white house,0.09868634751773049,0.10731666666666667
WSJ,CTB,white house,0.09868634751773049,0.10731666666666667
WSJ,CTB,new york,0.12954908424908423,0.1565
WSJ,CTB,new york,0.12954908424908423,0.1565
WSJ,FXN,united states,0.002990604026845637,0.002116666666666674
WSJ,FXN,united states government,0.01612117117117117,0.0
WSJ,FXN,congress,0.005855969868173258,0.0
WSJ,FXN,congress,0.005855969868173258,0.0
WSJ,FXN,congress,0.005855969868173258,0.0
WSJ,FXN,sexual intercourse,NaN,NaN
WSJ,FXN,white house,0.01581015655965121,0.015633333333333332
WSJ,FXN,white house,0.01581015655965121,0.015633333333333332
WSJ,FXN,new york,-0.00969527739569005,0.0
WSJ,FXN,new york,-0.00969527739569005,0.0
WSJ,HFP,united states,0.05154402650904531,0.05103333333333334
WSJ,HFP,united states government,-0.12147238095238096,-0.17759999999999998
WSJ,HFP,congress,0.03967959879248223,0.03516666666666668
WSJ,HFP,congress,0.03967959879248223,0.03516666666666668
WSJ,HFP,congress,0.03967959879248223,0.03516666666666668
WSJ,HFP,sexual intercourse,0.0,0.0
WSJ,HFP,white house,0.050189595545134816,0.04419999999999999
WSJ,HFP,white house,0.050189595545134816,0.04419999999999999
WSJ,HFP,new york,0.05044856641310708,0.05103333333333334
WSJ,HFP,new york,0.05044856641310708,0.05103333333333334
WSJ,NBC,united states,0.2511676190476191,0.31883333333333336
WSJ,NBC,united states government,NaN,NaN
WSJ,NBC,congress,-0.08723333333333333,-0.08723333333333333
WSJ,NBC,congress,-0.08723333333333333,-0.08723333333333333
WSJ,NBC,congress,-0.08723333333333333,-0.08723333333333333
WSJ,NBC,sexual intercourse,NaN,NaN
WSJ,NBC,white house,0.12737391304347825,0.16463333333333333
WSJ,NBC,white house,0.12737391304347825,0.16463333333333333
WSJ,NBC,new york,0.2118,0.21621666666666667
WSJ,NBC,new york,0.2118,0.21621666666666667
WSJ,NYT,united states,0.04916946666666667,0.07168333333333335
WSJ,NYT,united states government,0.0048257777777777735,0.014299999999999998
WSJ,NYT,congress,0.058200675037127045,0.07603333333333334
WSJ,NYT,congress,0.058200675037127045,0.07603333333333334
WSJ,NYT,congress,0.058200675037127045,0.07603333333333334
WSJ,NYT,sexual intercourse,NaN,NaN
WSJ,NYT,white house,0.045846045566681176,0.062233333333333335
WSJ,NYT,white house,0.045846045566681176,0.062233333333333335
WSJ,NYT,new york,0.04302318578741343,0.06186666666666666
WSJ,NYT,new york,0.04302318578741343,0.06186666666666666
WSJ,RET,united states,0.013917428236672524,0.010066666666666668
WSJ,RET,united states government,0.0021453703703703695,0.08066666666666664
WSJ,RET,congress,0.031050990018000327,0.025733333333333334
WSJ,RET,congress,0.031050990018000327,0.025733333333333334
WSJ,RET,congress,0.031050990018000327,0.025733333333333334
WSJ,RET,sexual intercourse,0.20795000000000002,0.20795000000000002
WSJ,RET,white house,0.03236622210823288,0.0328
WSJ,RET,white house,0.03236622210823288,0.0328
WSJ,RET,new york,0.0022023840769903754,0.0
WSJ,RET,new york,0.0022023840769903754,0.0
WSJ,WPO,united states,0.030501066217732884,0.02811666666666668
WSJ,WPO,united states government,0.07971666666666666,0.09065000000000001
WSJ,WPO,congress,0.03677428955023495,0.038166666666666675
WSJ,WPO,congress,0.03677428955023495,0.038166666666666675
WSJ,WPO,congress,0.03677428955023495,0.038166666666666675
WSJ,WPO,sexual intercourse,NaN,NaN
WSJ,WPO,white house,0.040513013347022585,0.042666666666666665
WSJ,WPO,white house,0.040513013347022585,0.042666666666666665
WSJ,WPO,new york,0.059002920560747664,0.06743333333333333
WSJ,WPO,new york,0.059002920560747664,0.06743333333333333
