HFP-NYT,NYT-HFP,CNN-RET,RET-CNN,FXN-WSJ,WSJ-FXN
,,,,,
0.5731535898712301,0.5731535898712301,0.4850782490519314,0.4850782490519314,0.93490570864022,0.93490570864022
0.6300949052085794,0.6300949052085794,0.38260182640361806,1.1102230246251565e-16,0.9379653167933864,0.0010482231024583344
0.6942294064869382,0.6942294064869382,0.3320035025522763,4.440892098500626e-16,0.9860438983702658,0.0031630775196110905
0.7637356857495534,0.7637356857495534,0.330512961015216,2.220446049250313e-15,0.9970667028660977,0.007631293457787014
0.8263110213466327,0.8263110213466327,0.35017984335219987,9.769962616701378e-15,0.9993572736946845,0.015707245518749025
0.8777837994428872,0.8777837994428872,0.38241943034188386,4.0190073491430667e-14,0.9998661860431024,0.028991727182845817
0.8425463620528,0.2882796006714128,0.2271163333655053,1.4455103780619538e-13,0.9999734628269993,0.04940053241184361
0.6993055792653999,0.053243542309359904,2.5146307220946795e-06,0.0,0.9995779349179224,0.067282525521702
0.7188122972490395,0.01049806338103243,2.616814555489455e-06,0.0,0.9991082687762041,0.032601348747185566
0.778878961022861,0.015495472162826096,2.8089683599130666e-06,0.0,0.9988396630869073,0.01800233958626507
0.7867737872349155,0.016674220934118522,3.098955305813611e-06,0.0,0.9987822263935813,0.010863286121602034
0.4221501934776217,0.024169970999519896,7.734437454942622e-07,0.0,0.9689974027184668,1.5270294384528427e-07
0.45479643481959053,0.03304479503836655,6.374792886898462e-07,0.0,0.9698321783674063,1.4415494253849914e-07
0.48893368269881965,0.0435116822817877,5.425867579678112e-07,0.0,0.9714646694572191,1.410233430032548e-07
0.5241302940253048,0.05633732192908136,4.770291102129676e-07,0.0,0.9722185858444404,1.4240783119401357e-07
0.23721193742227686,0.07797757036045694,4.3200554034061867e-07,0.0,0.9601160206163667,5.020583948578405e-10
0.09704444133581858,0.09704444133581858,4.429130340266596e-08,0.0,0.9491833542663466,5.319283902238681e-10
0.10360657988376276,0.10360657988376276,8.877694135378533e-10,0.0,0.9594111751506385,4.755795757205306e-10
0.06851452387270618,0.06911522939236181,0.0,0.0,0.9677549437989303,9.954633783948452e-10
0.04605879349658015,0.046674235564058586,0.0,0.0,0.9758497642053579,2.031940171676183e-09
0.054765709015963115,0.043701109064411825,0.0,0.0,0.7687809363758407,2.0990664761910693e-10
0.05954081031493674,0.04137754845226904,0.0,0.0,0.7782008849891351,2.3457569220397545e-11
0.052993012711962884,0.04764728410551622,0.0,0.0,0.7909234378754993,7.1204153684334415e-12
0.047752779384622523,0.0584851428855927,0.0,0.0,0.8031366090176562,1.5946244324993586e-11
0.06270803619869814,0.04795951661349063,0.0,0.0,0.8371162073377694,3.486866351209983e-11
0.08081635646793583,0.0397221861124637,0.0,0.0,0.8666138622020236,1.035616037370346e-12
0.10231545004597131,0.03322654717651652,0.0,0.0,0.874917319563968,1.915578806688245e-12
0.12736185165444425,0.028065097911121106,0.0,0.0,0.8987255742216915,3.4977576390815557e-12
0.09118970413682914,0.02393273301034471,0.0,0.0,0.9188024387828597,7.568834448079542e-12
0.0654907122822036,0.009828400170874496,0.0,0.0,0.9355236847987987,8.659739592076221e-14
0.04543639908293495,0.01009214108625267,0.0,0.0,0.9398236640965845,1.851852005074761e-13
0.03159277164706109,0.01039911412824912,0.0,0.0,0.9439247750860156,3.8913317013111737e-13
0.022055543824188728,0.0022551656274223397,0.0,0.0,0.9478279065259106,2.6612045900265e-13
0.026551706456851454,0.0031507966439831003,0.0,0.0,0.9515349061242241,1.1168843627729075e-13
0.024380558850966905,0.0043418110578212765,0.0,0.0,0.9550484671375018,4.8627768478581856e-14
0.022534305675811384,0.005903729764966226,0.0,0.0,0.9583720248061057,9.248157795127554e-14
0.028402278696105898,0.007924529756942689,0.0,0.0,0.9615096611229981,1.7386092565629951e-13
0.005408833949394731,0.009950915858858322,0.0,0.0,0.9644660168222798,3.2307490016592055e-13
0.0008840000898102662,0.012946357938477204,0.0,0.0,0.9679365352896366,5.931921620572211e-13
