HFP-CNN,HFP-RET,HFP-FXN,HFP-WSJ,NYT-CNN,NYT-RET,NYT-FXN,NYT-WSJ,CNN-HFP,CNN-NYT,CNN-FXN,CNN-WSJ,RET-HFP,RET-NYT,RET-FXN,RET-WSJ,FXN-HFP,FXN-NYT,FXN-CNN,FXN-RET,WSJ-HFP,WSJ-NYT,WSJ-CNN,WSJ-RET
,,,,,,,,,,,,,,,,,,,,,,,
0.46046599890586704,0.11252265110888227,0.24695772110606173,0.3023483434880222,0.0003195005348931579,3.636777631488286e-05,2.923972417678833e-05,0.05614148735220792,0.46046599890586704,0.03538596333917987,0.6659530188367191,0.123787707913384,0.11252265110888227,6.253612196127634e-05,0.001284217781232555,0.9346836252313542,0.24695772110606173,0.06171758459715537,0.6659530188367193,0.001284217781232555,0.3023483434880222,0.004759865245035799,0.123787707913384,0.9346836252313542
0.7164452531144263,0.03899315633961431,0.4163255397308685,0.4643041811390777,9.18022315411493e-05,4.65004121774637e-06,4.392315005263825e-06,0.05318311672213172,0.7164452531144263,2.430108726247937e-06,0.866520520914171,0.2653281307949954,0.03899315633961442,4.59288163057181e-12,0.001422611630314874,0.8681711915247391,0.0970315417334936,0.007758095329385983,0.5725494332403028,1.3495680128983167e-09,0.4643041811390777,8.679671142497458e-05,0.2653281307949953,0.8681711915247391
0.8664971709961242,0.03223211946364324,0.587099562706616,0.5694613561937956,7.377850711443035e-05,2.367240590106512e-06,2.6140910091010383e-06,0.06563934517307246,0.8664971709961242,4.999711000763796e-08,0.955901544115857,0.39074749151289634,0.03223211946364324,2.1094237467877974e-15,0.0018735828867729731,0.9540631110359659,0.12198157978319557,9.249358013940778e-07,0.7021032446509926,5.5280710009597556e-09,0.5694613561937956,9.289419289237877e-06,0.39074749151289634,0.9540631110359659
0.9424180200728649,0.03427855765521104,0.7265655971119465,0.6710753257969182,8.899760468894513e-05,2.180216217007036e-06,2.7232522641362777e-06,0.0879414432161636,0.9424180200728649,8.008649521329403e-09,0.9866756096403169,0.5159523138608617,0.03427855765521104,0.0,0.00271848668036645,0.9851741021689829,0.17073194306514994,1.0560805008275054e-08,0.8151815622004087,1.9301395481896577e-08,0.6710753257969182,2.8783707516355506e-06,0.5159523138608617,0.9851741021689829
0.9770287281550221,0.0410041005156907,0.8299070438824312,0.7604727856602105,0.0002377125156031168,1.0764370750315777e-07,4.050984037107241e-06,0.015536006450530992,0.9770287281550221,3.3945667388124434e-09,0.9962832943937932,0.6320538808939256,0.0410041005156907,0.0,0.004114996835148821,0.9955480251325959,0.23249480208462336,8.911215099161041e-10,0.8923066231869076,6.016166120836886e-08,0.7604727856602105,1.5978001199901115e-06,0.6320538808939252,0.9955480251325959
0.988123324579977,0.03685185621690823,0.9034584683558247,0.8506155122900106,0.0004893172460079809,3.1656821442016536e-07,8.971502920673835e-06,0.017208353370185225,0.89989289266807,1.0635860636654115e-08,0.9407970587529194,0.10467707489029332,0.03685185621690823,0.0,0.0038769021362843326,0.9498872641162786,0.30523757284475295,2.1826429552618265e-10,0.9407970587529193,1.7130744489612937e-07,0.8506155122900106,4.738963401140772e-06,0.7258673654992356,0.9498872641162786
0.9942249234940033,0.03676640521398278,0.9481850987147218,0.9116081856051371,0.0009494337069431147,8.516781466738621e-07,1.89748780330401e-05,0.020740503035634572,0.9319270363439,3.193379494170756e-08,0.9717526008023549,0.1424175518091455,0.03676640521398278,0.0,0.004050015690109765,0.915996580251597,0.3944137581195206,6.921524464686968e-10,0.9717526008023549,3.154162689922302e-07,0.9116081856051371,1.2610965232640048e-05,0.8035963112071591,0.915996580251597
0.9556340437702465,0.010803833921174899,0.48602160942206607,0.5102080903204893,0.0004420341271629269,8.954112477033149e-07,1.0352581027994745e-06,0.004621616642309867,0.9556340437702466,8.83908235493891e-08,0.9872436393919573,0.18846680042583142,4.509580568967664e-07,0.0,3.885780586188048e-15,0.09918516776283814,0.48602160942206607,2.0319776972144155e-09,0.9872436393919573,5.816520572965445e-07,0.004014588980622902,8.790175232586961e-06,0.0008897994478961335,0.5194539141464314
0.977045755189285,0.01865705862345768,0.4958399265983946,0.3389741810158733,1.4262935355002782e-07,4.2730666893753266e-08,3.852473895449293e-14,0.003986669498697859,0.03823637114553469,8.398504114381922e-11,0.5199834215774815,0.01569239666742417,8.098503889719666e-08,0.0,0.0,0.11024113053512308,0.24859729342805936,5.561570315393283e-09,0.5084629295602556,3.5479460147591624e-08,0.006386107646833117,8.606402710942263e-06,0.0005737151786887607,0.6098707744327649
0.9876305216053639,0.030229762337359967,0.43565141406643915,0.17817813224436618,6.522016260390728e-11,2.6876155745370056e-09,0.0,0.003565767429477229,0.00042805353107877586,1.2867484855405564e-13,0.17699749748523885,0.001107866302590299,7.200553431285783e-08,0.0,0.0,0.15705948135150205,0.11254719149310843,9.623858376883732e-10,0.12647313432264562,3.74950070991531e-11,0.0018711454879596356,3.6301087280588007e-06,0.0006650663845296778,0.24826651548931855
0.9935153469436412,0.04653559505693872,0.37083208642772525,0.0923845576796063,4.729550084903167e-14,5.911887757115153e-09,0.0,0.005390575754969151,6.208527023843224e-05,2.220446049250313e-15,0.0180615946858258,8.601109293182585e-05,1.6787666545781121e-07,0.0,0.0,0.10821669325146133,0.05232678490394593,1.896661716571657e-10,0.0292270582371571,9.980904991380157e-14,0.00036426706398340336,1.136857408212677e-07,2.9607874927561895e-05,0.23034253911309321
0.9969800703986855,0.05349172852492545,0.4420135463867604,0.03636952641016411,4.8627768478581856e-14,9.875351536514643e-09,0.0,0.0011143795219208386,1.0749229597983856e-05,0.0,0.00180893898916612,6.852296920101253e-06,3.8460981877097566e-07,0.0,0.0,0.054208723001471726,0.07649721870136794,2.204215698853318e-10,0.04292243082939318,1.66644475996236e-13,1.0240429832553133e-05,1.678069453392439e-07,4.59858802148716e-08,0.2228325570994667
0.5945440462602544,0.07629215044232507,0.5074177669724711,0.021567095625942723,0.0,0.0,0.0,2.303886859067461e-09,2.194475813732666e-06,0.0,0.0002953930147556738,1.22478949382554e-06,8.426554107821005e-07,0.0,0.0,0.027299484959326215,0.10439244584448648,3.9093939196988003e-10,0.004504535690046163,4.11448652926083e-13,3.147771595601867e-07,2.4541846532777356e-07,8.097622572478258e-11,0.21849344456827047
0.16319029633942161,0.10497335179320899,0.5710277010725529,0.013011846628549373,0.0,0.0,0.0,2.9719060545829734e-10,5.090819031883242e-07,0.0,0.0005073855735497901,4.0719934213395703e-07,2.1626109181216435e-07,0.0,0.0,0.010383814765879129,0.04718665308054526,3.535481907235294e-10,0.006374845817245456,1.0680345496894006e-12,1.0937928784926498e-08,3.5604547854450885e-07,1.7608137170554983e-13,0.21672901748052698
0.03416504567397305,0.13980316248544622,0.6191953028185424,0.012412081236046979,0.0,0.0,0.0,1.5562995336892982e-10,8.802391315843039e-08,0.0,0.00038067142882369787,1.2398355153653284e-07,2.1280608120122224e-07,0.0,0.0,0.006655205845705892,0.0666304668087182,5.271999503619895e-10,0.0005484754918689827,2.6212365611399946e-12,4.342337600604651e-10,5.128313984581467e-07,4.440892098500626e-16,0.2171218064268663
0.04635962236634639,0.16149136577966638,0.3880586734819489,0.009314422689745472,0.0,0.0,0.0,3.9652503502907166e-11,1.6486470189036595e-08,0.0,0.0002267628720626913,3.852176411189845e-08,4.0304471826679844e-07,0.0,0.0,0.004573835392161385,0.09113964718005951,7.837627213902465e-10,5.2577250697849465e-05,6.231570814918541e-12,1.9720891586416656e-11,7.338140787238601e-07,0.0,0.21937431606651492
0.06148303294007773,0.004212123639101839,0.017139996374710864,0.00540079036761032,0.0,0.0,0.0,3.1194935523615186e-11,3.333601727995017e-09,0.0,0.00014154047220282795,1.2200749521795728e-08,7.444537111211957e-07,0.0,0.0,0.0031881735298358027,0.0867492569693582,7.782108291110035e-12,8.440914046958792e-05,7.861489237370733e-12,1.2708278873674317e-11,1.141864231279932e-06,0.0,0.006208086198795537
0.08257736248924041,0.0064825963642392015,0.02489445098672749,0.0033705065454072702,0.0,0.0,0.0,5.930911317619803e-11,5.517611589844762e-09,0.0,0.00023367154620668185,1.1317788706222132e-08,1.3431104030070529e-06,0.0,0.0,0.0034501634346437715,0.09754628770851992,1.053357401303856e-11,7.66612791948118e-05,1.8531842727043113e-11,8.445799615230953e-12,1.7523058629675958e-06,0.0,8.778143446419584e-05
0.1081756945433725,0.009704700806916544,0.03517736214577405,0.0021241188997118687,0.0,0.0,0.0,3.242561774641217e-11,1.0028334829215169e-08,0.0,0.0003097040657377148,4.406953801883162e-09,2.269158765333401e-06,0.0,0.0,0.0038906226123396337,0.054465758678954534,2.4351742844430646e-11,2.016499897061763e-06,2.87214696470528e-12,1.904898461191351e-11,6.311396250069379e-07,0.0,0.00015264696379135856
0.13845543128120097,0.014155780347495983,0.04844587164472691,0.001351512327894877,0.0,0.0,0.0,4.724909352660234e-11,1.5025753752340165e-08,0.0,0.0004477170713012013,3.025090955510734e-09,6.346612824170705e-08,0.0,0.0,0.005598353074274809,0.07180431373659091,5.472611253054538e-11,3.6616046272808234e-06,6.324718526684592e-12,4.1856518251393027e-11,2.4371014284430004e-07,0.0,0.0002582217885928051
0.17010108103370825,0.0002693023675837125,0.05741515657460472,0.001209478444898493,0.0,0.0,0.0,2.8673619034691455e-11,2.244810837215283e-08,0.0,0.0006074667832877134,2.0997245053777647e-09,5.601595132187498e-08,0.0,0.0,0.0036435251708734073,0.09271448308666053,1.198025012527637e-10,6.49228892457554e-06,1.3604561921454206e-11,9.291756253304584e-11,2.1693576546244486e-07,0.0,0.00041176017259969555
0.12153133788613191,0.0001391330030097171,0.014625406657315265,0.001161574213283556,0.0,0.0,0.0,1.7529644402713984e-11,7.062913587319031e-10,0.0,0.0008194319293597374,1.0581193699010782e-09,5.021556914730496e-08,0.0,0.0,0.002388229458623492,0.11739966190412021,2.558103728844685e-10,1.1253976800351673e-05,2.8619218106484823e-11,8.147260643909249e-11,2.553326122756161e-07,0.0,0.00046753798266641056
